,nama_tempat,rating,jumlah_ulasan,alamat,link,thumbnail,kategori
42,Pondok Telaga Ikan,4.1,2431.0,"Jl. Batang Kuis No.16, Bangun Sari, Tanjung Morawa, Deli Serdang Regency, North Sumatra 20362, Indonesia",https://www.google.com/maps/place/?q=place_id:ChIJnWomUXs3MTARlzrdPLhtJa4,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nq4DmD_JvYOttYfQ27nNkxIt307gL2R_1t8wrjwcr__d8hmH1InvhStMsAmEO4aVD6N9UZUrbofVaO3FZ8ZY0eGZMTv51paAfuiiaGvRUdU2D3iDzTsgodvgGpfZ5WFCHltOVDv6w=w122-h92-k-no,Wisata Kuliner
43,Rumah Makan Elizabeth,4.3,335.0,"Jalan Panatapan No.Kelurahan, Sipangan Bolon, Simpangan Bolon, Kabupaten Simalungun, Sumatera Utara 21174, Indonesia",https://www.google.com/maps/place/?q=place_id:ChIJI8r_ou3vMTARa4bQG-34HLE,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nr-KVdlzcCTuyPUAt03VJXsPcrKGFMGffibAi5dC02yywTuPRAs53mfHhw0vzz2rS5pFAVc5L6Sg1tL5VV4ei1f4ZP71d1XTgMZqjnZVuPGA5uWnfT7whIvWA--zB3qHHaeT72R=w122-h92-k-no,Wisata Kuliner
44,Wisata Punden Rejo,4.3,327.0,"Gg. Benteng, Punden Rejo, Kec. Tj. Morawa, Kabupaten Deli Serdang, Sumatera Utara 20362, Indonesia",https://www.google.com/maps/place/?q=place_id:ChIJ-YL9vVhJMTAR3v0zXTnivIw,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqw4kciGMOrNvqWVJTLN0cYcCEWxM1pLgZWQJoimf56WZROD7hCCZn88G0A00mpau2EGWiQUQOrcLkulBS7FJSpgu_srbxt_oKyHdmQywddPh2Epk1so7USVfajay0tWnK8ZOAjNA=w122-h92-k-no,Wisata Kuliner
45,Kawasan Wisata Kuliner Pantai Padang,4.4,542.0,"3982+X7P, Purus, Kec. Padang Bar., Kota Padang, Sumatera Barat 25115, Indonesia",https://www.google.com/maps/place/?q=place_id:ChIJw58aoSy51C8ROMwWzQJoTy4,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrqKIJZnhCUoixndOgXt6zPvrL6Y438uyf69RKQpcAXoCq4WEjxw2wrvAF3L-trT9MXilps-UB1D04WZVyvx4Nqd3UjeKzVVQMQ6ufLctdUVWpci1Bzuw1aez8TGx-K-_kWFs2T=w80-h106-k-no,Wisata Kuliner
46,Kafe Keboen,4.2,1267.0,"Cengkeh Turi, Kec. Binjai Utara, Kota Binjai, Sumatera Utara 20761, Indonesia",https://www.google.com/maps/place/?q=place_id:ChIJW_Angx3VMDARUvvbGIsNUwo,https://lh3.googleusercontent.com/gps-cs-s/AC9h4noKlelEAEOAkCS7fdxuWNx23yzhmZmT42DuOsm8iZjuAkGazqK5sP8VbrxhX9qyK8HT6bgOv7mNL38wF8s1VVu4WmU4hQ1JizfWkTKnt1A7kJuTarFSg8w9Fvuq4Bjq97iOEw3K2w=w80-h142-k-no,Wisata Kuliner
47,Mie Ayam Jamur Spesial Haji Mahmud,4.6,7603.0,"Jl. Abdullah Lubis No.57 / 71, Merdeka, Kec. Medan Baru, Kota Medan, Sumatera Utara 20154, Indonesia",https://www.google.com/maps/place/?q=place_id:ChIJ61owwdUvMTARlsik_rkjuC4,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nriunq-1sODFEaGpLf190nkj_L88_3IOVuY8oNICUEgkJzFFsvZ1GtJnSiBGlFQMYT0pjXGJXLo-NWx880mNSvE59zrit8bCEyMa5UxPNtr7Lo4xUuXNiDOA_E71Rw9ztEPEJJz8w=w163-h92-k-no,Wisata Kuliner
48,Bunda Kuliner,4.7,32.0,"Jl. Karya Wisata No.151, Gedung Johor, Kec. Medan Johor, Kota Medan, Sumatera Utara 20146, Indonesia",https://www.google.com/maps/place/?q=place_id:ChIJCStgGxI7MTAR3bbcCd1sLI8,https://lh3.googleusercontent.com/gps-cs-s/AC9h4np5l9oduG2prnZORhdPZF8-DO33vSx3yalub_eh5i4PTDHsHd7B0MPG6Ug4F1KJoSIsIQeo3i-HRZg3SkHis64ZwjtV01RFQyLmBb1pNdaQ-FYXW7ZrIDvUkXsYIeJpqhQBdLjA=w80-h106-k-no,Wisata Kuliner
49,TIARA WISATA KULINER,3.0,1.0,"Jl. Jermal XII No.99, Denai, Kec. Medan Denai, Kota Medan, Sumatera Utara 20371, Indonesia",https://www.google.com/maps/place/?q=place_id:ChIJraOrPKcxMTARSomCj8qPJtc,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nojrlZb6n5PV0zvpBGorRQzSlS-EkUudMRcWdBSvUdPYqtRy15lRDoFPDqKwqRE0SKNpFcnO9b3_v_AJ6q4ouOn_Tw8hg8kOeqbgDxYK3uvDl2tejp4ai6qXCU5v7AK1glnpbBXkw=w163-h92-k-no,Wisata Kuliner
50,UCOK DURIAN MEDAN,4.5,12566.0,"Jl. K.H. Wahid Hasyim No.30-32, Babura, Kec. Medan Baru, Kota Medan, Sumatera Utara 20153, Indonesia",https://www.google.com/maps/place/?q=place_id:ChIJeayAASsuMTAR47BO7DUshgs,https://lh3.googleusercontent.com/gps-cs-s/AC9h4npHVqxWbyxISkj8n9LGkfEnYBqcVVwt8PT5zjwOAfU9UEudcNuI3Yj0Sl_HiT1CDHIIbwptbriIgWgQ2mk_mtSc06yLjUpv_7hDXL5FLJM6KC7qDgQjwIEkj4VdNh-z5TBTY_wEfg=w122-h92-k-no,Wisata Kuliner
51,Rumah Makan Family Haji Ramli,3.9,143.0,"5GX4+V3W, Gundaling I, Berastagi, Karo Regency, North Sumatra 22153, Indonesia",https://www.google.com/maps/place/?q=place_id:ChIJLaJ-25QCMTAR6y20O1t8H-s,https://lh3.googleusercontent.com/gps-cs-s/AC9h4npVP2WeBlqtgYQ0tErz50GWs2wg0Tys9MKjS5gWg-5cznSc3WqqQeVkO2QKGEu_FnwFcWjn0nnlNPGkTrI5lXJz2qpn1zgrsBEUPuOHNaR3FAuaEFITHNwHzkt-Ct4JJVzPu-Wm4A=w163-h92-k-no,Wisata Kuliner
52,Pasar Kuliner Kampung Melayu,4.2,5.0,"Pantai Gemi, Kec. Stabat, Kabupaten Langkat, Sumatera Utara, Indonesia",https://www.google.com/maps/place/?q=place_id:ChIJJcy6KgArNzARnN5EVtOP8tQ,https://lh3.googleusercontent.com/p/AF1QipMirpCoBc4TvzLTl5CodCSVxlmEYSYyfIToLja3=w92-h92-k-no,Wisata Kuliner
53,Mie Tiong Sim,4.4,1771.0,"Jl. Selat Panjang No.7, Ps. Baru, Kec. Medan Kota, Kota Medan, Sumatera Utara 20212, Indonesia",https://www.google.com/maps/place/?q=place_id:ChIJBWpsrbUxMTARrciiCz1WVB4,https://lh3.googleusercontent.com/gps-cs-s/AC9h4noLuhVbJrgfBZZjgYm3n03azZfRnP6gVrK7SpqhGPYrRmA7c7hleULMdFIF1EJaOw-oscC34y2FVs1ws2D9AZ59_uk6W0CEZ2ODB5-s9oP0is5R1JrQIH14ujQOuxH56AmYPown-w=w122-h92-k-no,Wisata Kuliner
54,Kuliner tepi jalan pinggir sawah,,,"GVRG+RVG, Jl. Batang Kuis, Tj. Garbus Satu, Kec. Lubuk Pakam, Kabupaten Deli Serdang, Sumatera Utara 20518, Indonesia",https://www.google.com/maps/place/?q=place_id:ChIJ1ZIFAwBJMTARAXY7IptCOJw,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=SiZ5U1G2nZXuWe2roKNsaQ&cb_client=search.gws-prod.gps&w=80&h=92&yaw=318.73865&pitch=0&thumbfov=100,Wisata Kuliner
55,Lembur Kuring,4.6,8110.0,"Jl. T. Amir Hamzah No.85, Helvetia Tim., Kec. Medan Helvetia, Kota Medan, Sumatera Utara 20124, Indonesia",https://www.google.com/maps/place/?q=place_id:ChIJyygHdBouMTAReDqFVw402R8,https://lh3.googleusercontent.com/gps-cs-s/AC9h4npF8sMLDXOTexK5m_sFPMZJvFS2e_SBms_uxiEqifuxgLN8AtmWvMefTczE9GnlJPkGWLhs06g_UUrMLZSLnDCSmn4mdjhdYXZzjoIdq9jM1p-GEdmD2_bquWvaJgLU5CZyNSNc=w122-h92-k-no,Wisata Kuliner
56,RUMAH MAKAN MUSLIM GUNDALING,4.4,423.0,"Brastagi, Jl. Merdeka No.62, Gundaling I, Kabupaten Karo, Sumatera Utara 22152, Indonesia",https://www.google.com/maps/place/?q=place_id:ChIJx-8H-pQCMTARjuMg04U3o8E,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nr0Igw1lCyYidgm0l3UnR9gL_4Y4l7ythLjy8cPdNb5V9wrwzHEiZC-hehnhvG7OoaSJs00DAZnJGcArELBg3ND3V8FOJDbXghmJpxSTy8zAiH1NEg20tSzvWkNLBcNuykwRS7n=w163-h92-k-no,Wisata Kuliner
57,Jabu Berastagi,4.3,2475.0,"Jl. Gundaling, Gundaling I, Kec. Berastagi, Kabupaten Karo, Sumatera Utara 22152, Indonesia",https://www.google.com/maps/place/?q=place_id:ChIJz9RdcpMCMTAR0KMWrbuISxI,https://lh3.googleusercontent.com/gps-cs-s/AC9h4no7xKqusVoPAHCl5fDD__NnSazzF5fi9S1OubBgtnfJn4T_fFf5JiDAjZecrYe-YKXDi5UwWacjRPnT1_e4j74pW25XSHen9XXNnoEhdrOCaEevfeDFybdaaVXcmVTCYi50r22F=w80-h106-k-no,Wisata Kuliner
58,Kuliner New Pasbar,4.3,451.0,"Jalan pasar baru no.4 padang bulan, Titi Rantai, Kec. Medan Baru, Kota Medan, Sumatera Utara 20156, Indonesia",https://www.google.com/maps/place/?q=place_id:ChIJszC-ZuMvMTARDVGXvlmjDrI,https://lh3.googleusercontent.com/gps-cs-s/AC9h4npEgZe3O7QTwUk1PdYkBOcmALLXmwRaH4ljq0vSl79PNtacKpinwdjvZwA9raTaRIYa-TbaAL9Ao_1lS3Vh1wxBz4QLHJAAsqXNG4Cgpp2IuMz4H8HhZXTIqyvIvFUlzSz9_kId1w=w163-h92-k-no,Wisata Kuliner
